datetime,open,high,low,close
2021-01-01 00:00:00,1.1,1.1005149235108147,1.099583621917991,1.1
2021-01-01 04:00:00,1.1,1.1008291580032263,1.0998217338188865,1.1003388112202979
2021-01-01 08:00:00,1.1003388112202979,1.1005440409195748,1.0994394123168518,1.1002663641297932
2021-01-01 12:00:00,1.1002663641297932,1.1011564612321252,1.1005973481986753,1.1007416752702561
2021-01-01 16:00:00,1.1007416752702561,1.1022169613705,1.1019570468750994,1.1019754102036412
2021-01-01 20:00:00,1.1019754102036412,1.101966469199549,1.1018650709773739,1.1018720826999993
2021-01-02 00:00:00,1.1018720826999993,1.1020266811478028,1.1015782400936511,1.1016577780472852
2021-01-02 04:00:00,1.1016577780472852,1.1032072332927172,1.1027961874574548,1.103065529506683
2021-01-02 08:00:00,1.103065529506683,1.1046333565244408,1.1039175516099504,1.1039331865887563
2021-01-02 12:00:00,1.1039331865887563,1.1040207495358874,1.103355052096412,1.103517515600855
2021-01-02 16:00:00,1.103517515600855,1.1044277739751673,1.1038780945934408,1.1040580955196884
2021-01-02 20:00:00,1.1040580955196884,1.1036235207605904,1.1033276523232196,1.103597599271638
2021-01-03 00:00:00,1.103597599271638,1.1032406617401482,1.1026961641754893,1.1030436420381806
2021-01-03 04:00:00,1.1030436420381806,1.1033626669376038,1.1029892575237819,1.1032745768976406
2021-01-03 08:00:00,1.1032745768976406,1.101581630700727,1.1007267586184144,1.1010997103875717
2021-01-03 12:00:00,1.1010997103875717,1.0989798642984476,1.0987609884679848,1.098769338711605
2021-01-03 16:00:00,1.098769338711605,1.0981982110392694,1.0975910883131335,1.097819985891017
2021-01-03 20:00:00,1.097819985891017,1.0972913681932728,1.0960648009071268,1.0963359937428911
2021-01-04 00:00:00,1.0963359937428911,1.0967579509764287,1.096353591349885,1.096672702894628
2021-01-04 04:00:00,1.096672702894628,1.0954496852350397,1.0951055045951361,1.0953851275178692
2021-01-04 08:00:00,1.0953851275178692,1.0935965366313465,1.093082022191322,1.0931750409458196
2021-01-04 12:00:00,1.0931750409458196,1.0954271085300067,1.0950565512810144,1.0953178173037585
2021-01-04 16:00:00,1.0953178173037585,1.0952879419861736,1.094881496026137,1.0951130619826537
2021-01-04 20:00:00,1.0951130619826537,1.0962997796996496,1.0949685439875874,1.0952079957627778
2021-01-05 00:00:00,1.0952079957627778,1.0930222895377408,1.0923959950273012,1.0929020172321715
2021-01-05 04:00:00,1.0929020172321715,1.091925717840541,1.091365016283206,1.0917869469620038
2021-01-05 08:00:00,1.0917869469620038,1.0919410435330987,1.0916755602613915,1.0918901271625765
2021-01-05 12:00:00,1.0918901271625765,1.0904023430572516,1.089443589464357,1.0899351898873655
